ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
69734661,Photo,Sharp-shinned Hawk,Accipiter striatus,,Maiara Vissoto,2017-09-23,2017,9,23,900,Brazil,BR-RS,Rio Grande do Sul,,Arroio do Padre - Arroio Andrade,-31.4498633,-52.4701935,"",,Unspecified,"","",,,,,,,S39354210,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1736,2706
69560361,Photo,Sharp-shinned Hawk,Accipiter striatus,,Sharon Dewart-Hansen,2017-09-21,2017,9,21,850,United States,US-MT-023,Montana,Deer Lodge,Warm Springs WMA--ARCO Ponds,46.1640200,-112.7753448,"",,Unspecified,"","",,,,,,,S39322081,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2677,2843
69473781,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jeremy Coleman,2017-09-20,2017,9,20,1010,United States,US-NJ-009,New Jersey,Cape May,Boardwalk N of Bunker Pond,38.9358678,-74.9542744,Immature,,Unspecified,"","",,,,,,,S39307785,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1265,1581
69190991,Photo,Sharp-shinned Hawk,Accipiter striatus,,Alex Mesquita,2017-09-09,2017,9,9,953,Brazil,BR-SP,São Paulo,,Estrada Velha do Itapeva,-23.3512326,-45.6697428,Adult Female,,Unspecified,"","",,,,,,,S39117602,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2496,3132
68645541,Photo,Sharp-shinned Hawk,Accipiter striatus,,Eric Zawatski,2017-09-11,2017,9,11,945,United States,US-PA-027,Pennsylvania,Centre,Scotia  Barrens (IBA)--general,40.7899360,-77.9511360,Adult,,Unspecified,"","",,,,,,,S39126492,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2517,3805
68444741,Photo,Sharp-shinned Hawk,Accipiter striatus,,Mark  Ludwick,2017-09-09,2017,9,9,1540,United States,US-OR-059,Oregon,Umatilla,Coombs Canyon Rd.,45.5888958,-118.8475235,"",,Unspecified,"","",,,,,,,S39099635,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1865,1763
67854261,Photo,Sharp-shinned Hawk,Accipiter striatus,,Steve Gniadek,2017-08-27,2017,8,27,700,United States,US-MT-029,Montana,Flathead,Yard list,48.2991914,-114.1815445,"",,Unspecified,"","",,,,,,,S38982065,"",,,,Chased by and chasing Blue Jays.  Appeared slightly larger than jays.,Accipiter striatus,shshaw,Species,7816,,4.00,3,,3456,4608
67612681,Photo,Sharp-shinned Hawk,Accipiter striatus,,Michel Bourque,2017-08-31,2017,8,31,935,Canada,CA-QC-VS,Quebec,Vaudreuil-Soulanges,Parc nature les Forestiers-de-St-Lazare,45.3817638,-74.1841723,"",,Unspecified,"","",,,,,,,S38926515,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2000,3000
67452591,Photo,Sharp-shinned Hawk,Accipiter striatus,,Mark Bartolome Stevens,2017-08-29,2017,8,29,600,United States,US-OR-015,Oregon,Curry,96414 Alder Ridge Rd,42.1151527,-124.3206319,"",,Unspecified,"","",,,,,,,S38902348,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,3366,3768
67447031,Photo,Sharp-shinned Hawk,Accipiter striatus,,Yves Darveau,2017-08-29,2017,8,29,1800,Canada,CA-QC-SAG,Quebec,Saguenay,"Ch. des Puits, Laterrière",48.3375526,-71.1406803,"",,Unspecified,"","",,,,,,,S38901191,"",,,,"Oiseau en mue, plumes de queues usées sont sans bande terminale blanche,Sur les plumes fraîches la bande est bien évidente.Cet oiseau sème la terreur depuis quelques jours dans le secteur.Il a capturé un geai bleu sous mes yeux en fin de journée.",Accipiter striatus,shshaw,Species,7816,,4.00,3,,1989,2652
66415341,Photo,Sharp-shinned Hawk,Accipiter striatus,,Georgia Gerrior,2017-08-15,2017,8,15,1330,United States,US-WA-011,Washington,Clark,Steigerwald Lake NWR,45.5676572,-122.3147392,Immature,,Unspecified,"","",,,,,,,S38709525,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2985,4335
66125851,Photo,Sharp-shinned Hawk,Accipiter striatus,,Fred Kachmarik,2017-08-14,2017,8,14,808,United States,US-PA-125,Pennsylvania,Washington,Shovel Road,40.4238750,-80.3998804,"",,Unspecified,"","",,,,,,,S38656620,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,3456,4608
65768761,Photo,Sharp-shinned Hawk,Accipiter striatus,,Linda McCutcheon,2017-08-01,2017,8,1,815,Canada,CA-ON-MI,Ontario,Middlesex,A Nissouri North Residence,43.1535005,-81.1843802,Adult,,Unspecified,"","",,,,,,,S38588681,"",,,,"The branch it is sitting on is about 1 inch thick, which leads me to believe it's a Sharp-shinned.  I finally pulled the branch out of the tree, after much ""back and forth"" over this bird and measured the branch thickness.",Accipiter striatus,shshaw,Species,7816,,4.00,3,,3731,2523
64739651,Photo,Sharp-shinned Hawk,Accipiter striatus,,Bev Hansen,2013-11-16,2013,11,16,730,United States,US-FL-053,Florida,Hernando,"Weekiwachee Preserve, east of Shoal Line Boulevard",28.4630323,-82.6346970,"",,Unspecified,"","",,,,,,,S15679011,"",,,,immature,Accipiter striatus,shshaw,Species,7816,,4.00,3,,4000,2664
63950891,Photo,Sharp-shinned Hawk,Accipiter striatus,,Nick Pulcinella,2017-03-01,2017,3,1,0,United States,US-PA-029,Pennsylvania,Chester,Yard - West Chester,39.9991050,-75.6039593,"",,Unspecified,"","",,,,,,,S38256533,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1328,2048
63948951,Photo,Sharp-shinned Hawk,Accipiter striatus,,Nick Pulcinella,2016-10-11,2016,10,11,700,United States,US-NJ-009,New Jersey,Cape May,Cape Island--Higbee Beach WMA--Dike/Morning Flight Songbird Count,38.9637983,-74.9606180,"",,Unspecified,"","",,,,,,,S32026912,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1335,2048
63948941,Photo,Sharp-shinned Hawk,Accipiter striatus,,Nick Pulcinella,2016-10-11,2016,10,11,700,United States,US-NJ-009,New Jersey,Cape May,Cape Island--Higbee Beach WMA--Dike/Morning Flight Songbird Count,38.9637983,-74.9606180,"",,Unspecified,"","",,,,,,,S32026912,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1335,2048
63948901,Photo,Sharp-shinned Hawk,Accipiter striatus,,Nick Pulcinella,2016-10-11,2016,10,11,700,United States,US-NJ-009,New Jersey,Cape May,Cape Island--Higbee Beach WMA--Dike/Morning Flight Songbird Count,38.9637983,-74.9606180,"",,Unspecified,"","",,,,,,,S32026912,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1351,2048
63914231,Photo,Sharp-shinned Hawk,Accipiter striatus,,Nick Pulcinella,2015-10-05,2015,10,5,800,United States,US-PA-029,Pennsylvania,Chester,Yard - West Chester,39.9991050,-75.6039593,"",,Unspecified,"","",,,,,,,S25371208,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1272,2048
63910511,Photo,Sharp-shinned Hawk,Accipiter striatus,,Nick Pulcinella,2012-10-11,2012,10,11,745,United States,US-NJ-009,New Jersey,Cape May,Cape Island--CMP (Cape May Point),38.9377865,-74.9670721,"",,Unspecified,"","",,,,,,,S11788090,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1348,2048
63482081,Photo,Sharp-shinned Hawk,Accipiter striatus,,Mark Dennis,2006-04-17,2006,4,17,700,Canada,CA-QC-VS,Quebec,Vaudreuil-Soulanges,"Sablière, St-Lazare",45.3829219,-74.1684418,"",,Unspecified,"","",,,,,,,S15899803,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,563,864
63253951,Photo,Sharp-shinned Hawk,Accipiter striatus,,Barry Price,2017-04-24,2017,4,24,550,Canada,CA-BC-GV,British Columbia,Metro Vancouver,Mountainview,49.2431591,-123.0970076,Adult,,Unspecified,"","",,,,,,,S36286223,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,4000,6000
61760711,Photo,Sharp-shinned Hawk,Accipiter striatus,,Drew Weber,2017-04-15,2017,4,15,932,United States,US-NY-075,New York,Oswego,Derby Hill Hawk Watch--North Lookout,43.5272610,-76.2393397,"",,Unspecified,"","",,,,,,,S35979241,"",,,,Expected numbers,Accipiter striatus,shshaw,Species,7816,,4.00,3,,3456,5184
61760611,Photo,Sharp-shinned Hawk,Accipiter striatus,,Drew Weber,2017-04-15,2017,4,15,932,United States,US-NY-075,New York,Oswego,Derby Hill Hawk Watch--North Lookout,43.5272610,-76.2393397,"",,Unspecified,"","",,,,,,,S35979241,"",,,,Expected numbers,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1503,2255
61760591,Photo,Sharp-shinned Hawk,Accipiter striatus,,Drew Weber,2017-04-15,2017,4,15,932,United States,US-NY-075,New York,Oswego,Derby Hill Hawk Watch--North Lookout,43.5272610,-76.2393397,"",,Unspecified,"","",,,,,,,S35979241,"",,,,Expected numbers,Accipiter striatus,shshaw,Species,7816,,4.00,3,,896,1344
61760571,Photo,Sharp-shinned Hawk,Accipiter striatus,,Drew Weber,2017-04-15,2017,4,15,932,United States,US-NY-075,New York,Oswego,Derby Hill Hawk Watch--North Lookout,43.5272610,-76.2393397,"",,Unspecified,"","",,,,,,,S35979241,"",,,,Expected numbers,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1031,1547
58593151,Photo,Sharp-shinned Hawk,Accipiter striatus,,Lucien Lemay,2017-05-17,2017,5,17,827,Canada,CA-QC-HL,Quebec,Le Haut-Saint-Laurent,"Montée Biggar, Godmanchester",45.0884902,-74.2163372,"","",Unspecified,"","",,,,,,,S36932161,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,Watermark,1200,1800
58205071,Photo,Sharp-shinned Hawk,Accipiter striatus,,Charles Shields,2017-05-15,2017,5,15,1535,United States,US-IL-093,Illinois,Kendall,"Fifth St by Farm & Fleet, Montgomery",41.7221466,-88.3131695,"",,Unspecified,"","",,,,,,,S36889156,"",,,,"Photos. Tail looks the same as many pics of sharp-shinned hawks on the internet. Smaller-bodied than Cooper's hawks I've observed.",Accipiter striatus,shshaw,Species,7816,,4.00,3,,1887,3354
57314091,Photo,Sharp-shinned Hawk,Accipiter striatus,,Serg Tremblay,2017-05-07,2017,5,7,810,Canada,CA-QC-SAG,Quebec,Saguenay,"La Baie, 803 rue Boily",48.3394247,-70.8965768,"",,Unspecified,"","",,,,,,,S36660569,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2228,3342
57314041,Photo,Sharp-shinned Hawk,Accipiter striatus,,Serg Tremblay,2017-05-07,2017,5,7,810,Canada,CA-QC-SAG,Quebec,Saguenay,"La Baie, 803 rue Boily",48.3394247,-70.8965768,"",,Unspecified,"","",,,,,,,S36660569,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2213,3319
57313951,Photo,Sharp-shinned Hawk,Accipiter striatus,,Serg Tremblay,2017-05-07,2017,5,7,810,Canada,CA-QC-SAG,Quebec,Saguenay,"La Baie, 803 rue Boily",48.3394247,-70.8965768,"",,Unspecified,"","",,,,,,,S36660569,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2409,1606
56987781,Photo,Sharp-shinned Hawk,Accipiter striatus,,Bill Chambers,2017-04-24,2017,4,24,747,United States,US-TX-089,Texas,Colorado,US-TX-Cat Spring-Attwater Prairie Chicken National Wildlife Refuge - 29.7321x-96.3046,29.7321400,-96.3045870,"",,Unspecified,"","",,,,,,,S36246993,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,858,839
56967771,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jeff Cooper,2017-05-04,2017,5,4,1608,United States,US-UT-049,Utah,Utah,Lake Mountains -- Soldiers Pass Rd,40.1978113,-111.9699798,"",,Unspecified,"","",,,,,,,S36551963,"",,,,Rarely seen at Soldiers Pass.,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1365,2048
56683991,Photo,Sharp-shinned Hawk,Accipiter striatus,,Raymond Gagnon,2017-05-03,2017,5,3,1645,Canada,CA-QC-FS,Quebec,Le Fjord-du-Saguenay,521 rue Desbiens,48.5331795,-71.0909672,"",,Unspecified,"","",,,,,,,S36519897,"",,,,En train de dévorer un Bruant fauve capturer dans ma haie de cèdre,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2790,4476
56479741,Photo,Sharp-shinned Hawk,Accipiter striatus,,Belinda  Gallagher,2017-05-01,2017,5,1,1345,Canada,CA-ON-HB,Ontario,Haliburton,"HOME - Culver's Pond (Esson Lake) Wetland, Tory Hill",45.0110849,-78.2834244,"",,Unspecified,"","",,,,,,,S36460036,"",,,,"perched in sumac by feeder, about 9""",Accipiter striatus,shshaw,Species,7816,,4.00,3,,3628,3033
56312171,Photo,Sharp-shinned Hawk,Accipiter striatus,,Mark Dennis,2017-04-30,2017,4,30,820,Canada,CA-NS-SH,Nova Scotia,Shelburne,Cape Sable Island--The Hawk,43.4172928,-65.6193209,"",,Unspecified,"","",,,,,,,S36431960,"",,,,Seems to me a big immature female. I saw a Sharpie flash past while looking at the martins then found this enjoying a Starling not too far away.,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1437,2188
55665771,Photo,Sharp-shinned Hawk (Northern),Accipiter striatus [velox Group],,Jay McGowan,2017-04-15,2017,4,15,1032,United States,US-NY-011,New York,Cayuga,"Lake Road Bluff, Aurora",42.7320406,-76.7083025,"",,Unspecified,"","",,,,,,,S35979121,"",,,,,Accipiter striatus,shshaw2,Group,7821,,4.00,3,,1238,1979
55644591,Photo,Sharp-shinned Hawk (Northern),Accipiter striatus [velox Group],,Jesse Adkins,2017-04-24,2017,4,24,1452,United States,US-MD-015,Maryland,Cecil,Whitaker Woods,39.6052087,-75.9770089,"",,Unspecified,"","",,,,,,,S36241694,"",,,,I guess Mr.Havoc is still here although absent for about three weeks. Tried for a Titmouse and a Chickadee. Left empty,Accipiter striatus,shshaw2,Group,7821,,4.00,3,,3456,4608
55480951,Photo,Sharp-shinned Hawk,Accipiter striatus,,Yves Darveau,2017-04-23,2017,4,23,530,Canada,CA-QC-SAG,Quebec,Saguenay,"Ch. des Puits, Laterrière",48.3375526,-71.1406803,"",,Unspecified,"","",,,,,,,S36203451,"",,,probablement un petit mâle,2 individus locaux et un en migration,Accipiter striatus,shshaw,Species,7816,,4.00,3,,724,966
55396581,Photo,Sharp-shinned Hawk,Accipiter striatus,,Garrett Lau,2017-04-22,2017,4,22,800,United States,US-CA-085,California,Santa Clara,Santa Teresa County Park,37.2122904,-121.7908287,"",,Unspecified,"","",,,,,,,S36175751,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,701,1051
55372971,Photo,Sharp-shinned Hawk,Accipiter striatus,,Robert Plante,2017-04-21,2017,4,21,1000,Canada,CA-QC-AO,Quebec,Abitibi-Ouest,"Ruisseau du Royal-Roussillon, Authier-Nord",48.7951204,-78.9109068,"",,Unspecified,"","",,,,,,,S36179026,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2584,3836
55194131,Photo,Sharp-shinned Hawk,Accipiter striatus,,John Good,2017-04-20,2017,4,20,1310,United States,US-PA-077,Pennsylvania,Lehigh,Best Station Yard,40.7247009,-75.6657386,"",,Unspecified,"","",,,,,,,S36133369,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1322,2100
54890031,Photo,Sharp-shinned Hawk (Northern),Accipiter striatus [velox Group],,Jay McGowan,2017-04-09,2017,4,9,1236,United States,US-NY-109,New York,Tompkins,Roy H. Park Preserve--south (FLLT),42.4259195,-76.3357544,"",,Unspecified,"","",,,,,,,S35820266,"",,,,Vocal pair in middle of spruces.,Accipiter striatus,shshaw2,Group,7821,,4.00,3,,2422,3900
54889991,Photo,Sharp-shinned Hawk (Northern),Accipiter striatus [velox Group],,Jay McGowan,2017-04-09,2017,4,9,1236,United States,US-NY-109,New York,Tompkins,Roy H. Park Preserve--south (FLLT),42.4259195,-76.3357544,"",,Unspecified,"","",,,,,,,S35820266,"",,,,Vocal pair in middle of spruces.,Accipiter striatus,shshaw2,Group,7821,,4.00,3,,1896,3072
54833201,Photo,Sharp-shinned Hawk,Accipiter striatus,,Yves Darveau,2017-04-17,2017,4,17,1035,Canada,CA-QC-SAG,Quebec,Saguenay,"Ch. des Puits, Laterrière",48.3375526,-71.1406803,Adult,,Unspecified,"","",,,,,,,S36046059,"",,,,"Individu très calme et peu farouche,il observe autour de lui les autres oiseaux.",Accipiter striatus,shshaw,Species,7816,,4.00,3,,1596,2234
53674751,Photo,Sharp-shinned Hawk,Accipiter striatus,,Lucien Lemay,2017-04-03,2017,4,3,1625,Canada,CA-QC-HL,Quebec,Le Haut-Saint-Laurent,RNF du Lac-St-François--Digue aux aigrettes,45.0442368,-74.4518137,"",,Unspecified,"","",,,,,,,S35759965,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1200,1800
53561331,Photo,Sharp-shinned Hawk,Accipiter striatus,,Nat Drumheller,2017-04-05,2017,4,5,0,United States,US-AK-232,Alaska,Skagway-Hoonah-Angoon,Gustavus--Forelands,58.4121436,-135.7244110,"",,Unspecified,"","",,,,,,,S35731053,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,656,700
53217751,Photo,Sharp-shinned Hawk,Accipiter striatus,,Robert Dixon,2017-04-02,2017,4,2,515,United States,US-CT-015,Connecticut,Windham,179 Main St. Sterling,41.7131282,-71.8335526,"",,Unspecified,"","",,,,,,,S35652313,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2594,1379
53112821,Photo,Sharp-shinned Hawk,Accipiter striatus,,Robert Dixon,2017-04-01,2017,4,1,700,United States,US-CT-015,Connecticut,Windham,179 Main St. Sterling,41.7131282,-71.8335526,"",,Unspecified,"","",,,,,,,S35627370,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2703,1719
53024851,Photo,Sharp-shinned Hawk,Accipiter striatus,,Marc Boisvert,2012-12-18,2012,12,18,1003,Canada,CA-QC-LV,Quebec,Laval,Ile Pariseau,45.5195338,-73.8488102,Immature,"",Unspecified,"","",,,,,,,S35602832,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,Watermark,2160,1543
52574211,Photo,Sharp-shinned Hawk (Northern),Accipiter striatus [velox Group],,Jesse Adkins,2017-03-27,2017,3,27,730,United States,US-MD-015,Maryland,Cecil,Whitaker Woods,39.6052087,-75.9770089,"",,Unspecified,"","",,,,,,,S35480427,"",,,,"Mr.Havoc wouldn't leave! Showed up about 10:00 and didn't leave until about 11:30.",Accipiter striatus,shshaw2,Group,7821,,4.00,3,,3456,4608
52176151,Photo,Sharp-shinned Hawk,Accipiter striatus,,Karen Lebing,2017-03-24,2017,3,24,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,"",,Unspecified,"","",,,,,,,S35397718,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,600,800
51994441,Photo,Sharp-shinned Hawk,Accipiter striatus,,Karen Lebing,2017-03-22,2017,3,22,1040,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,"",,Unspecified,"","",,,,,,,S35357850,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,603,800
51347511,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jay Watson,2017-03-08,2017,3,8,1413,United States,US-WI-071,Wisconsin,Manitowoc,US-WI-Rosecrans-Co. Rd. Z,44.2753330,-87.8323560,Adult,"",Unspecified,"","",,,,,,,S35218083,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,Habitat,2619,2459
51198201,Photo,Sharp-shinned Hawk,Accipiter striatus,,Robert Dixon,2017-03-14,2017,3,14,600,United States,US-CT-015,Connecticut,Windham,179 Main St. Sterling,41.7131282,-71.8335526,"",,Unspecified,"","",,,,,,,S35187652,"",,,,Feeding on adult male Brown-headed Cowbird caught at feeders.,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2733,3404
51145671,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jane Stulp,2017-03-12,2017,3,12,1452,United States,US-CO-099,Colorado,Prowers,Farm Yard,37.9871788,-102.6185596,"",,Unspecified,"","",,,,,,,S35142658,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1832,2060
50944541,Photo,Sharp-shinned Hawk,Accipiter striatus,,Robert Dixon,2017-03-12,2017,3,12,1150,United States,US-CT-015,Connecticut,Windham,Plainfield --  Quinebaug Valley Fish Hatchery,41.7321736,-71.9193819,"",,Unspecified,"","",,,,,,,S35137533,"",,,,Feeding on a European Starling it picked off the feeders.,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1444,2156
50261121,Photo,Sharp-shinned Hawk,Accipiter striatus,,Karen Lebing,2017-03-06,2017,3,6,700,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,"",,Unspecified,"","",,,,,,,S35011979,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,621,800
49767931,Photo,Sharp-shinned Hawk,Accipiter striatus,,David Amamoto,2017-02-27,2017,2,27,1200,United States,US-NJ-011,New Jersey,Cumberland,Upper Deerfield General,39.4613240,-75.2086410,"",,Unspecified,"","",,,,,,,S34897750,"",,,,"Smaller bird in flight; quick wingbeats between glides.",Accipiter striatus,shshaw,Species,7816,,4.00,3,,2400,2400
49745371,Photo,Sharp-shinned Hawk,Accipiter striatus,,Tim Ballard,2017-02-28,2017,2,28,1120,United States,US-AR-109,Arkansas,Pike,College Hill Cemetery,34.0789048,-93.7351692,Adult,"",Unspecified,"","",,,,,,,S34887985,"",,,,Lone sharp-shinned hawk sitting in a tree watching bird feeders.,Accipiter striatus,shshaw,Species,7816,,4.00,3,Watermark,1151,818
49718351,Photo,Sharp-shinned Hawk,Accipiter striatus,,Lindsey  Winslow,2016-01-15,2016,1,15,1500,United States,US-MI-087,Michigan,Lapeer,Home,43.1027159,-83.1132997,"",,Unspecified,"","",,,,,,,S31632938,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1979,1563
49312411,Photo,Sharp-shinned Hawk,Accipiter striatus,,Herb Elliott,2017-02-20,2017,2,20,738,United States,US-CA-079,California,San Luis Obispo,Bishop St,35.2708938,-120.6505895,"","",Unspecified,"","",,,,,,,S34769022,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,Watermark,2582,3872
49229201,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jo-Ann Moore,2017-02-21,2017,2,21,1000,United States,US-KS-103,Kansas,Leavenworth,Moore/Paulus residence,39.0280110,-94.9653430,"",,Unspecified,"","",,,,,,,S34703177,"",,,,Adult male,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1756,1676
49225981,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jan Thom,2017-02-23,2017,2,23,730,United States,US-MT-111,Montana,Yellowstone,My yard - west Billings,45.7762040,-108.6428570,"",,Unspecified,"","",,,,,,,S34701968,"",,,,adult,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1275,1605
49156661,Photo,Sharp-shinned Hawk,Accipiter striatus,,Julianne Elliott,2017-02-07,2017,2,7,1600,United States,US-CA-107,California,Tulare,Yard,36.3211350,-119.3281817,"",,Unspecified,"","",,,,,,,S34462067,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2678,2685
48706271,Photo,Sharp-shinned Hawk,Accipiter striatus,,Robert Dixon,2017-02-18,2017,2,18,600,United States,US-CT-015,Connecticut,Windham,179 Main St. Sterling,41.7131282,-71.8335526,"",,Unspecified,"","",,,,,,,S34482636,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2714,3218
48541401,Photo,Sharp-shinned Hawk,Accipiter striatus,,Wayne Grubert,2017-02-16,2017,2,16,1000,Canada,CA-QC-VS,Quebec,Vaudreuil-Soulanges,67 Rue Mont Victoria,45.4661167,-74.1666895,"",,Unspecified,"","",,,,,,,S34415558,"",,,Probably adult male. Very small size.,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2096,3151
48269291,Photo,Sharp-shinned Hawk,Accipiter striatus,,Nick Saunders,2017-02-13,2017,2,13,1505,Canada,CA-SK-EL,Saskatchewan,Saskatoon,"Backyard, McConnell Avenue",52.0953903,-106.6616871,Adult,,Unspecified,"","",,,,,,,S34352654,"",,,,Continuing bird. Photographed sitting on backyard fence after unsuccessfully hunting a house sparrow.,Accipiter striatus,shshaw,Species,7816,,4.00,3,,990,844
48042041,Photo,Sharp-shinned Hawk,Accipiter striatus,,Tom Murray,2017-02-09,2017,2,9,930,United States,US-MA-017,Massachusetts,Middlesex,Groton yard,42.6033373,-71.6162467,"",,Unspecified,"","",,,,,,,S34267054,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,750,1050
48026171,Photo,Sharp-shinned Hawk,Accipiter striatus,,ellen horak,2017-02-11,2017,2,11,757,Canada,CA-ON-BN,Ontario,Brant,HSA/5MR Glen Morris Backyard,43.2697697,-80.3454966,"",,Unspecified,"","",,,,,,,S34294928,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,2775,2184
47818261,Photo,Sharp-shinned Hawk,Accipiter striatus,,Eric Gustafson,2017-02-08,2017,2,8,1140,United States,US-MI-139,Michigan,Ottawa,Hemlock Crossing Park,42.9147104,-86.1564674,"",,Unspecified,"","",,,,,,,S34242322,"",,,,Pic to follow,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1676,1074
47816341,Photo,Sharp-shinned Hawk,Accipiter striatus,,Jim Ferrari,2017-02-04,2017,2,4,1042,United States,US-GA-021,Georgia,Bibb,"444 Ashley Place, Macon",32.8567884,-83.6692894,"",,Unspecified,"","",,,,,,,S34147869,"",,,Sharp-shinned Hawk,"Made an attack on a group of Mourning doves, but they all escaped",Accipiter striatus,shshaw,Species,7816,,4.00,3,,1612,2015
47804221,Photo,Sharp-shinned Hawk,Accipiter striatus,,Dana N-Schacht,2017-02-07,2017,2,7,1410,United States,US-KS-161,Kansas,Riley,home,39.3921790,-96.7220482,"",,Unspecified,"","",,,,,,,S34238390,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,960,1280
47752261,Photo,Sharp-shinned Hawk,Accipiter striatus,,Lise Paquette  Robert Faucher,2017-02-07,2017,2,7,1130,Canada,CA-QC-LV,Quebec,Laval,Cimetière de Laval/Mt. Pleasant,45.6434272,-73.6591860,"",,Unspecified,"","",,,,,,,S34226777,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.00,3,,1228,1714
47743481,Photo,Sharp-shinned Hawk,Accipiter striatus,,Barry Blust,2017-02-07,2017,2,7,745,United States,US-PA-029,Pennsylvania,Chester,"Yard on Rabbit Run Lane (restricted access), Glenmoore",40.1010292,-75.7309598,"",,Unspecified,"","",,,,,,,S34225496,"",,,,"Adult male due to its small size, slightly larger than a Mourning Dove.  Size can  be judged in relation to the gray squirrel in the first picture.  This hawk was present for 50 minutes after I noticed it before the squirrel caused it to fly off.",Accipiter striatus,shshaw,Species,7816,,4.00,3,,2848,4272
